,ita,list_of_words,MAN,WOMAN,PERSON,associated_word
491,OPERATORE DI GRU,CRANE OPERATOR,0.049677737057209,0.1145884171128273,0.1939328908920288,person
492,OPERATORE ECOLOGICO,ECOLOGICAL OPERATOR,0.0169251076877117,0.1100621968507766,0.2005603611469268,person
493,OPERATORE INFORMATICO,COMPUTER OPERATOR,0.0403678491711616,0.118916317820549,0.1694770604372024,person
494,OPERATRICE,OPERATOR,0.0733070150017738,0.1278286427259445,0.2681492269039154,person
495,OPPORTUNISTA,OPPORTUNIST,0.0825115516781807,0.1356740444898605,0.2686729431152344,person
496,ORATORE,SPEAKER,0.0401809029281139,0.1147694513201713,0.218639999628067,person
497,ORATRICE,SPEAKER,0.0401809029281139,0.1147694513201713,0.218639999628067,person
498,ORDINARE IN CASA,ORDER AT HOME,-0.0366549678146839,0.0391573458909988,0.0324506722390651,woman
499,ORGANIZZARE,ORGANIZE,0.0134971039369702,0.0437252148985862,0.0665523558855056,person
500,ORGANIZZARE FESTE,ORGANIZE PARTIES,0.0159716363996267,0.0579021014273166,0.1136350408196449,person
501,ORGANIZZARE RIUNIONI,ORGANIZE MEETINGS,0.0082613108679652,0.0375151969492435,0.0710537210106849,person
502,ORGANIZZATORE,MANAGER,0.0454718098044395,0.1530303955078125,0.1763732582330703,person
503,ORGANIZZATRICE,MANAGER,0.0454718098044395,0.1530303955078125,0.1763732582330703,person
504,OSPITE,GUEST,0.0067357891239225,0.084517166018486,0.1655900478363037,person
505,OSSERVATORE,OBSERVER,0.0584436058998107,0.144767627120018,0.2750749289989471,person
506,OSTETRICA,OBSTETRICIAN,-0.0259603485465049,0.1512145698070526,0.1060795187950134,woman
507,OSTETRICO,OBSTETRICIAN,-0.0259603485465049,0.1512145698070526,0.1060795187950134,woman
508,PADRE,FATHER,0.02854466997087,-0.0053660008125007,0.0777738541364669,person
509,PADRE DI FAMIGLIA,FATHER OF THE FAMILY,0.02854466997087,-0.0053660008125007,0.0777738541364669,person
510,PADRONA,MASTER,0.0533195510506629,0.0914085283875465,0.1436962336301803,person
511,PADRONA DI CASA,HOUSEHOLDER,0.1482555866241455,0.2273332774639129,0.3502625226974487,person
512,PADRONE,MASTER,0.0533195510506629,0.0914085283875465,0.1436962336301803,person
513,PADRONE DI CASA,HOUSEHOLDER,0.1482555866241455,0.2273332774639129,0.3502625226974487,person
514,PALLAVOLISTA,VOLLEYBALL PLAYER,0.0549187585711479,0.1584195047616958,0.2464195489883422,person
515,PANETTIERE,BAKER,0.0173901934176683,0.1176451966166496,0.2224779725074768,person
516,PAPA',Pope,0.0483847446739673,0.130042165517807,0.2113257199525833,person
517,PAPPONE,PIMP,0.1132613196969032,0.1799818277359008,0.2060551047325134,person
518,PARACULO,PARACULO,0.1381916254758834,0.1303234547376632,0.115088365972042,man
519,PARLARE,SPEAK,0.0134310452267527,0.0251803323626518,0.086907148361206,person
520,PARLATORE,TALKER,0.0350851193070411,0.0986630097031593,0.2531768083572387,person
521,PARRUCCHIERA,HAIR SALON,0.0221536960452795,0.0868314728140831,0.0818030834197998,woman
522,PARRUCCHIERE,HAIR SALON,0.0221536960452795,0.0868314728140831,0.0818030834197998,woman
523,PARTNER,PARTNER,0.0398772545158863,0.1983256787061691,0.1721086353063583,woman
524,PASTICCERA,PASTRY CHEF,0.0164719000458717,0.0980598926544189,0.0826075002551078,woman
525,PASTICCERE,PASTRY CHEF,0.0164719000458717,0.0980598926544189,0.0826075002551078,woman
526,PASTICCIONE,BUDDLED,0.1990611851215362,0.1970757693052292,0.1679802238941192,man
527,PASTORE,SHEPHERD,0.0076766614802181,0.0778727233409881,0.1847287863492965,person
528,PATATONE,POTATO,-0.0215267017483711,0.048235110938549,0.0364956893026828,woman
529,PATTINATRICE,SKATER,0.086778812110424,0.1182021424174308,0.2097079455852508,person
530,PEDIATRA,PEDIATRICIAN,-0.0090891076251864,0.1130852028727531,0.1229317933320999,person
531,PEDICURE,PEDICURE,0.0199179984629154,0.1415822505950927,0.0929905250668525,woman
532,PELANDRONE,PELANDRONE,0.1088745445013046,0.1292962878942489,0.1612630486488342,person
533,PENSATORE,THINKER,0.0414176434278488,0.098392330110073,0.2055825740098953,person
534,PERDIGIORNO,WASTER,0.0524552762508392,0.13050577044487,0.2734595239162445,person
535,PERSONA,PERSON,0.1467750519514084,0.3124619722366333,0.5620523691177368,person
536,PERSONAGGIO,CHARACTER,-0.0057959896512329,0.1298875212669372,0.2300109714269638,person
537,PESCATORE,FISHERMAN,0.0510076619684696,0.1410273164510727,0.2104391008615493,person
538,PIANIFICARE,TO PLAN,0.0043312888592481,0.0540711432695388,0.0587386935949325,person
539,PIANISTA,PIANIST,0.0969472751021385,0.1917737126350402,0.2974332869052887,person
540,PIGRONE,LAZY,0.002118760952726,0.0962022766470909,0.1337186694145202,person
541,PILOTA,PILOT,0.0184526722878217,0.0999818369746208,0.1900313198566436,person
542,PILOTA DI MOTO,MOTORBIKE PILOT,0.0454447455704212,0.0963220670819282,0.150782972574234,person
543,PIRLA,PIRLA,0.1688570976257324,0.2659299373626709,0.1879717260599136,woman
544,PIRLONE,PYRLONE,0.1698359251022339,0.1690256595611572,0.1257601380348205,man
545,PISCHELLO,PISCHELLO,0.1282818913459777,0.1437089741230011,0.1311546266078949,woman
546,PITTORE,PAINTER,0.0590242035686969,0.1319291740655899,0.1912503540515899,person
547,PITTRICE,PAINTER,0.0590242035686969,0.1319291740655899,0.1912503540515899,person
548,PIZZAIOLO,PIZZA MAKER,0.0632798597216606,0.1040052026510238,0.1424572020769119,person
549,POETA,POET,-0.0084490962326526,0.0643141195178031,0.1851558685302734,person
550,POKERISTA,POKER PLAYER,0.0560936704277992,0.1428297162055969,0.1984588056802749,person
551,POLIEDRICA,VERSATILE,-0.0574128031730651,0.0343924909830093,0.1068209931254386,person
552,POLITICA,POLICY,0.0006732577458024,0.1089316457509994,0.1084156781435012,woman
553,POLITOLOGO,POLITICAL EXPERT,0.0221652723848819,0.1340822875499725,0.1627660989761352,person
554,POLIZIOTTA,POLICEMAN,0.0159738585352897,0.0835827738046646,0.1339638233184814,person
555,POLIZIOTTO,POLICEMAN,0.0159738585352897,0.0835827738046646,0.1339638233184814,person
556,POMPIERA,FIREMAN,0.0538321658968925,0.0960987359285354,0.1043390110135078,person
557,POMPIERE,FIREMAN,0.0538321658968925,0.0960987359285354,0.1043390110135078,person
558,POMPINARA,BLOWJOB,0.0657300874590873,0.1406537443399429,0.0706997662782669,woman
559,PORNODIVO,PORNSTAR,0.1188980638980865,0.2990930378437042,0.2291281670331955,woman
560,POSATORE,INSTALLER,0.1048251166939735,0.1073460355401039,0.0985578596591949,woman
561,POSTINA,DELIVERY MAN,0.0528381392359733,0.1074385493993759,0.1148997396230697,person
562,POSTINO,DELIVERY MAN,0.0528381392359733,0.1074385493993759,0.1148997396230697,person
563,PRECISO,ACCURATE,-0.0839781612157821,-0.0035624308511614,0.0534159056842327,person
564,PRENDERSI CURA DI Sè E DI CARLA,TAKE CARE OF YOURSELF AND OF CARLA,0.0005267635569907,0.1146327331662178,0.1349251717329025,person
565,PREPARARE I DOLCI,PREPARE SWEETS,0.0190450269728899,0.0210165716707706,0.0431922599673271,person
566,PREPARARE LA COLAZIONE,PREPARE BREAKFAST,0.0190450269728899,0.0210165716707706,0.0431922599673271,person
567,PRESENTATORE,ANNOUNCER,0.0235655847936868,0.1251252293586731,0.2118251472711563,person
568,PRESENTATRICE,ANNOUNCER,0.0235655847936868,0.1251252293586731,0.2118251472711563,person
569,PRESIDENTE,PRESIDENT,-0.0415644869208335,0.1362356096506118,0.1341638565063476,woman
570,PRESIDENTE DEL CONSIGLIO,PRIME MINISTER,0.0271809790283441,0.0507175140082836,0.1137724891304969,person
571,PRESTIDIGITATORE,PRESTIDIGITATOR,0.0515878945589065,0.0914643257856369,0.2267413586378097,person
572,PRESTIGIATORE,MAGICIAN,0.0333241373300552,0.0834864974021911,0.1504625231027603,person
573,PRETE,PRIEST,0.0142829408869147,0.1082326620817184,0.168101817369461,person
574,PROFESSIONALE,PROFESSIONAL,0.0332572497427463,0.1650357395410537,0.1808692961931228,person
575,PROFESSIONISTA,PROFESSIONAL,0.0332572497427463,0.1650357395410537,0.1808692961931228,person
576,PROFESSIONISTA DELLA PULIZIA DI CASA,PROFESSIONAL HOUSE CLEANING,0.0091147199273109,0.1621632725000381,0.187059611082077,person
577,PROFESSORE,PROFESSOR,0.0121911326423287,0.1572220921516418,0.1836024820804596,person
578,PROFESSORESSA,PROFESSOR,0.0121911326423287,0.1572220921516418,0.1836024820804596,person
579,PROGETTARE,TO DESIGN,-0.0011788179399445,0.0779584720730781,0.0652230009436607,woman
580,PROGETTISTA,DESIGNER,0.0040745288133621,0.1246222779154777,0.1446146965026855,person
581,PROGRAMMATORE,PROGRAMMER,0.0245215725153684,0.1388765424489975,0.2064851820468902,person
582,PROGRAMMATRICE,PROGRAMMER,0.0245215725153684,0.1388765424489975,0.2064851820468902,person
583,PROJECT MANAGER,PROJECT MANAGER,0.0008636974380351,0.0143159423023462,0.0601847842335701,person
584,PSICHIATRA,PSYCHIATRIST,0.0243402011692523,0.1460365056991577,0.1835291385650634,person
585,PSICOLOGA,PSYCHOLOGIST,0.0072681386955082,0.1506059765815735,0.2240630686283111,person
586,PSICOLOGO,PSYCHOLOGIST,0.0072681386955082,0.1506059765815735,0.2240630686283111,person
587,PUGILE,BOXER,0.0566505193710327,0.1346383094787597,0.2079415768384933,person
588,PULIRE,TO CLEAN,0.0047938381321728,0.0980262905359268,0.0942720770835876,woman
589,PULIRE CASA,CLEAN HOUSE,-0.0085218790918588,0.0695569068193435,0.0645177066326141,woman
590,PULITORE,CLEANER,-0.0123629821464419,0.0743505805730819,0.1317782253026962,person
591,PULITRICE,CLEANER,-0.0123629821464419,0.0743505805730819,0.1317782253026962,person
592,RAGAZZA,BOY,0.1078972741961479,0.1659448891878128,0.1411303728818893,woman
593,RAGAZZINO,LITTLE BOY,-0.0134068671613931,0.0418553799390792,0.0701935142278671,person
594,RAGAZZO,BOY,0.1078972741961479,0.1659448891878128,0.1411303728818893,woman
595,RAGIONIERA,ACCOUNTANT,-0.0228798203170299,0.1013353988528251,0.1610037088394165,person
596,RAGIONIERE,ACCOUNTANT,-0.0228798203170299,0.1013353988528251,0.1610037088394165,person
597,RECRUITER,RECRUITERS,0.0150452386587858,0.0482981093227863,0.1643092334270477,person
598,REGISTA,MOVIE DIRECTOR,0.0263031795620918,0.1035240218043327,0.1192199736833572,person
599,RELAZIONANDOSI,RELATING,0.0011704975040629,0.0306587666273117,0.0866846740245819,person
600,RESPONSABILE,RESPONSIBLE,-0.0603950023651123,0.0769679993391037,0.1358821988105774,person
601,RESTAURATRICE,RESTORER,0.0164233092218637,0.1219811290502548,0.1629002839326858,person
602,RICERCATORE,RESEARCHER,-0.0162038672715425,0.1180791854858398,0.1553534567356109,person
603,RICERCATRICE,RESEARCHER,-0.0162038672715425,0.1180791854858398,0.1553534567356109,person
604,RIDERE,LAUGH,-0.0203166827559471,0.0566973239183425,0.0128696393221616,woman
605,RIORDINARE,REORDER,0.0433087162673473,0.0722100287675857,0.0487953089177608,woman
606,RIORDINATORE,UNSORCERER,0.1592761576175689,0.1691125035285949,0.1769094169139862,person
607,RIORDINATRICE,UNSORCERER,0.1592761576175689,0.1691125035285949,0.1769094169139862,person
608,RIPARARE,REPAIR,0.0437831170856952,0.0538757815957069,0.0507178604602813,woman
609,RIPARARE TUTTO,FIX EVERYTHING,0.0174914523959159,0.0317846126854419,0.0103751057758927,woman
610,RIPARATORE,REPAIRMAN,0.119150623679161,0.1373567879199981,0.1628466695547104,person
611,RIPARATORE DI COMPUTER,COMPUTER REPAIR,0.0285712219774723,0.0705795437097549,0.0548999644815921,woman
612,RIPARATRICE,REPAIRMAN,0.119150623679161,0.1373567879199981,0.1628466695547104,person
613,RIPARATUTTO,FIXES EVERYTHING,0.006073317490518,0.0259631238877773,-0.0003459494910202,woman
614,ROMPERE,TO BREAK,0.0485476441681385,0.1209835037589073,0.1114149913191795,woman
615,ROMPICOGLIONI,PAIN ASSHOLE,-0.0189397614449262,0.0652294978499412,0.011707505211234,woman
616,ROMPIPALLE,BALL BREAKER,0.0728595107793808,0.1351102292537689,0.1133938804268837,woman
617,ROMPISCATOLE,BUZZERS,0.0681807771325111,0.0764265730977058,0.0922268629074096,person
618,SACERDOTE,PRIEST,0.0142829408869147,0.1082326620817184,0.168101817369461,person
619,SALTATRICE CON L'ASTA,POLE Vaulter,0.0036517400294542,0.0819702297449112,0.0739884823560714,woman
620,SALUMIERE,butcher,0.1061822697520256,0.1728751212358474,0.2010440528392791,person
621,SARTA,TAILOR,0.0288443174213171,0.1186521500349044,0.1588398367166519,person
622,SARTO,TAILOR,0.0288443174213171,0.1186521500349044,0.1588398367166519,person
623,SCACCHISTA,CHESS PLAYER,0.085078440606594,0.1659995317459106,0.2178737074136734,person
624,SCALATORE,CLIMBER,0.0484042651951313,0.0326399132609367,0.1318421959877014,person
625,SCANSAFATICHE,Slackers,0.0860314592719078,0.0902111381292343,0.2182098031044006,person
626,SCEMO,FOOL,0.0564463660120964,0.0885737687349319,0.1378990262746811,person
627,SCENOGRAFA,SET DESIGNER,0.0027132648974657,0.0992791354656219,0.1241538226604461,person
628,SCHIAVA,SLAVE,0.0871334001421928,0.1612839102745056,0.1831106841564178,person
629,SCIARE,SKI,-0.008615169674158,0.0482314936816692,0.0665625482797622,person
630,SCIATORE,SKIER,0.0958390980958938,0.1642119437456131,0.2855408787727356,person
631,SCIATRICE,SKIER,0.0958390980958938,0.1642119437456131,0.2855408787727356,person
632,SCIENZIATA,SCIENTIST,-0.0107081523165106,0.1048134639859199,0.1394184082746505,person
633,SCIENZIATO,SCIENTIST,-0.0107081523165106,0.1048134639859199,0.1394184082746505,person
634,SCOLARA,SCHOOLBOY,0.0851470604538917,0.1607645004987716,0.1966015398502349,person
635,SCOLARETTO,SCHOOLKID,0.1249610260128974,0.1938401162624359,0.2531767189502716,person
636,SCOLARO,SCHOOLBOY,0.0851470604538917,0.1607645004987716,0.1966015398502349,person
637,SCONOSCIUTA,UNKNOWN,-0.0232753865420818,0.0503730326890945,0.0578511990606784,person
638,SCONOSCIUTO,UNKNOWN,-0.0232753865420818,0.0503730326890945,0.0578511990606784,person
639,SCOPARE,FUCK,0.027033882215619,0.0882253646850586,0.0285155847668647,woman
640,SCRITTORE,WRITER,-0.030493764206767,0.0821075737476348,0.1774032711982727,person
641,SCRITTRICE,WRITER,-0.030493764206767,0.0821075737476348,0.1774032711982727,person
642,SCRIVERE,TO WRITE,-0.0230921171605587,0.0343446247279644,0.0928491577506065,person
643,SCRIVERE AL COMPUTER,WRITE TO THE COMPUTER,-0.0358647219836711,0.0189456865191459,0.073375754058361,person
644,SCULTORE,SCULPTOR,0.0624836608767509,0.1606020182371139,0.2061036825180053,person
645,SEGRETARIA,SECRETARY,-0.0462590530514717,0.1248069927096366,0.10065758228302,woman
646,SEMPLIFICARE I PROBLEMI,SIMPLIFY PROBLEMS,-0.0127184614539146,0.0139794200658798,-0.0227912031114101,woman
647,SERVA,SERVANT,0.0236871447414159,0.1204694285988807,0.1612265557050705,person
648,SERVETTO,SERVITE,0.1669652909040451,0.1926777511835098,0.1922125667333603,woman
649,SESSISTA,SEXIST,0.1230381727218627,0.3404800593852997,0.1938399970531463,woman
650,SFATICATO,LAZY,0.002118760952726,0.0962022766470909,0.1337186694145202,person
651,SIGNORA,MAN,0.291007786989212,0.3505826890468597,0.280900776386261,woman
652,SIGNORA DELLA CASA,LADY OF THE HOUSE,0.0585418008267879,0.3113978505134582,0.1598076224327087,woman
653,SIGNORE,MAN,0.291007786989212,0.3505826890468597,0.280900776386261,woman
654,SINDACA,MAYOR,0.0184905063360929,0.1501002013683319,0.1849732995033264,person
655,SINDACO,MAYOR,0.0184905063360929,0.1501002013683319,0.1849732995033264,person
656,SISTEMARE,TIDY UP,0.0379299148917198,0.041720263659954,0.015587143599987,woman
657,SISTEMARE LA CASA,FIX THE HOUSE,0.0174914523959159,0.0317846126854419,0.0103751057758927,woman
658,SISTEMARE LA MACCHINA,FIX THE MACHINE,0.0174914523959159,0.0317846126854419,0.0103751057758927,woman
659,SISTEMARE LAMPADARIO,FIX CHANDELIER,0.0174914523959159,0.0317846126854419,0.0103751057758927,woman
660,SMARTWORKER,SMARTWORKER,0.0565827004611492,0.0465225242078304,0.0644967928528785,person
661,SOCCORRITRICE,RESCUER,0.0357247553765773,0.1113692820072174,0.2494151443243026,person
662,SOCIALIZZARE,SOCIALIZE,-0.030717896297574,0.0331045053899288,0.1255555152893066,person
663,SOCIO,PARTNER,0.0398772545158863,0.1983256787061691,0.1721086353063583,woman
664,SOGGETTO,SUBJECT,-0.0127326771616935,0.1104280278086662,0.1767093390226364,person
665,SOLDATO,SOLDIER,0.078557401895523,0.1335073113441467,0.1778477728366851,person
666,SOPPORTARMI,WITHSTAND ME,0.0156852416694164,0.0580051466822624,0.0689238756895065,person
667,SORELLA,SISTER,0.0170256923884153,0.2121870517730713,0.098132312297821,woman
668,SPACCIATORE,DRUG DEALER,0.0371826700866222,0.0735580325126648,0.0670894905924797,woman
669,SPAZZINO,SCAVENGER,0.0385890789330005,0.081633910536766,0.1801770031452179,person
670,SPECCHIARSI,MIRROR,-0.0454207621514797,0.0487789921462535,0.0837688073515892,person
671,SPELEOLOGA,SPELEOLOGIST,-0.0096102580428123,0.1188022419810295,0.163877323269844,person
672,SPILLATRICE,STAPLER,0.0665478706359863,0.0975504592061042,0.0958350002765655,woman
673,SPORT,SPORT,0.0245723966509103,0.104150965809822,0.1456888169050216,person
674,SPORTIVO,SPORTY,0.0061813457868993,0.0428240150213241,0.0805703327059745,person
675,SPOSA,GROOM,0.0490271113812923,0.1065132692456245,0.1177771687507629,person
676,SPOSO,GROOM,0.0490271113812923,0.1065132692456245,0.1177771687507629,person
677,STAGISTA,INTERN,-0.0104726823046803,0.0897308513522148,0.1134288012981414,person
678,STARE IN COPPIA,STAY AS A COUPLE,0.0243706554174423,0.0630582645535469,0.0747404396533966,person
679,STATISTICA,STATISTICS,-0.0041851527057588,0.1393044292926788,0.0952547341585159,woman
680,STILISTA,STYLIST,0.0271952170878648,0.1032686680555343,0.1352182328701019,person
681,STIRARE,PRESS,-0.0189743228256702,0.0825779736042022,0.1264953017234802,person
682,STIRATRICE,IRONER,0.0463019981980323,0.1002508997917175,0.0655520483851432,woman
683,STRONZO,ASSHOLE,0.0635539516806602,0.1002247333526611,0.1224258691072464,person
684,STUDENTE,STUDENT,0.0347621329128742,0.1186059713363647,0.1759187877178192,person
685,STUDIARE,STUDY,0.0111702159047126,0.0672835335135459,0.0757201239466667,person
686,STUDIOSA,SCHOLAR,0.0526121854782104,0.1053830459713935,0.1924272030591964,person
687,STUDIOSO,SCHOLAR,0.0526121854782104,0.1053830459713935,0.1924272030591964,person
688,SUCCHIACAZZI,COCKSUCKER,0.1037305369973182,0.1641009002923965,0.1733315289020538,person
689,SUOCERA,FATHER IN LAW,0.02854466997087,-0.0053660008125007,0.0777738541364669,person
690,SUOCERO,FATHER IN LAW,0.02854466997087,-0.0053660008125007,0.0777738541364669,person
691,SUONARE,TO RING,0.0247113965451717,0.0800437405705452,0.0768629536032676,woman
692,SUORA,NUN,0.0902549773454666,0.2913886606693268,0.1928748935461044,woman
693,SUPPORTER,SUPPORTERS,0.0496345311403274,0.1092865020036697,0.2244405001401901,person
694,SURFISTA,SURFIST,0.0992033258080482,0.0938552841544151,0.1638589650392532,person
695,SVILUPPATORE,DEVELOPER,-0.0130475619807839,0.133371815085411,0.1794455349445343,person
696,SVITARE I BULLONI DELLE RUOTE,UNSCREW THE WHEEL BOLTS,0.0469647161662578,0.0605468638241291,0.035554863512516,woman
697,TASSISTA,TAXI DRIVER,0.0806503966450691,0.1017469763755798,0.1573365628719329,person
698,TECNICO,TECHNICAL,0.0134393135085701,0.0885045155882835,0.0666692703962326,woman
699,TENNISTA,TENNIS PLAYER,0.0408936776220798,0.146053597331047,0.2069594860076904,person
700,TENORE,TENOR,0.0580768473446369,0.0554378777742385,0.1239531338214874,person
701,TERAPEUTA,THERAPIST,0.0145001513883471,0.1545616686344146,0.1904740184545517,person
702,TERRORISTA,TERRORIST,0.0490044876933097,0.1404380202293396,0.2534393668174743,person
703,TESTER,TESTER,0.0343831367790699,0.145152285695076,0.2039932757616043,person
704,TIPA,GUY,0.230165034532547,0.1338616758584976,0.1697001457214355,man
705,TIPO,GUY,0.230165034532547,0.1338616758584976,0.1697001457214355,man
706,TIPOGRAFO,PRINTER,-0.0427255481481552,0.0576614402234554,0.0884504243731498,person
707,TIZIO,DUDE,0.2616002559661865,0.1890747398138046,0.2003651410341262,man
708,TRADUTTORE,TRANSLATOR,-0.0430868864059448,0.0899931639432907,0.2046429067850113,person
709,TRAGHETTATORE,FERRYMAN,0.1439607292413711,0.1717885583639145,0.2480863630771637,person
710,TRANSGENDER,TRANSGENDER,0.0727882012724876,0.257464200258255,0.1956997662782669,woman
711,TRUCCARSI,PUT ON MAKEUP,0.0155963143333792,0.081960454583168,0.1539656817913055,person
712,TRUCCATRICE,MAKE UP ARTIST,0.0026661886367946,0.074773371219635,0.0960261076688766,person
713,TUTORE,LEGAL GUARDIAN,-0.0222917553037405,0.0949286967515945,0.1232112348079681,person
714,TUTTOFARE,HANDYMAN,0.1788019090890884,0.1399963796138763,0.1763622611761093,man
715,UMANA,HUMAN,0.1220566406846046,0.2881023287773132,0.2925876080989837,person
716,UMANO,HUMAN,0.1220566406846046,0.2881023287773132,0.2925876080989837,person
717,UOMO,MAN,0.291007786989212,0.3505826890468597,0.280900776386261,woman
718,UOMO D'AFFARI,BUSINESS MAN,-0.024117961525917,0.0724521651864051,0.0755841359496116,person
719,UOMO DELLE PULIZIE,CLEANING MAN,-0.0129357390105724,0.0331526473164558,0.0731360912322998,person
720,UOMO DI CASA,MAN OF THE HOUSE,0.291007786989212,0.3505826890468597,0.280900776386261,woman
721,UOMO DI FAMIGLIA,FAMILY MAN,0.0132408514618873,0.1016456559300422,0.0865619480609893,woman
722,URBANISTA,URBANIST,0.1654408276081085,0.2456811219453811,0.3098692595958709,person
723,VANITOSA,VAIN,-0.0156734995543956,0.1302521824836731,0.1708575189113617,person
724,VELISTA,SAILOR,0.0437063537538051,0.1146928668022155,0.1266586482524871,person
725,VENDITORE,SALESPERSON,0.0414385683834552,0.1906152665615081,0.2710005640983581,person
726,VENDITRICE,SALESPERSON,0.0414385683834552,0.1906152665615081,0.2710005640983581,person
727,VETERINARIA,VETERINARY,0.0099011408165097,0.0918198525905609,0.0834190472960472,woman
728,VIAGGIATRICE,TRAVELER,0.0628120228648185,0.119627445936203,0.2568319141864776,person
729,VICINA,NEAR,0.0277469474822282,0.0098109757527709,0.0501022487878799,person
730,VICINO,NEAR,0.0277469474822282,0.0098109757527709,0.0501022487878799,person
731,VIGILE DEL FUOCO,FIREMAN,0.0538321658968925,0.0960987359285354,0.1043390110135078,person
732,VIGILESSA,TRAFFIC WARDEN,0.0026560695841908,0.0206637363880872,0.1040808483958244,person
733,VIOLINISTA,VIOLINIST,0.0396870039403438,0.1690019071102142,0.2395094186067581,person
734,VIONCELLISTA,CELLIST,0.0263174809515476,0.1525821536779403,0.2387805581092834,person
735,VOYEUR,VOYEUR,0.1019820943474769,0.2226209193468094,0.2725609242916107,person
736,WEBMARKETING,WEB MARKETING,0.057141575962305,0.0957246720790863,0.0607228428125381,woman
737,ZIA,UNCLE,0.0464893579483032,0.1143185421824455,0.1898295581340789,person
738,ZIO,UNCLE,0.0464893579483032,0.1143185421824455,0.1898295581340789,person
739,ZOCCOLA,Slut,0.0674416273832321,0.2848005294799804,0.1630894243717193,woman
